term_uuid	lbl	class_code	class_name	tier	method	reason	gtc_ids	n_sources
GSD:8ef73bdf-03e5-4c5e-9b39-39ad8ca4dae4	N-glycan core, bisected	1B	Named recurrent structural feature	1	curator	Curator-assigned classification (ground truth)	G68395LV	1
GSD:009e4888-3996-4ba5-927d-7aa56f9a3f2d	N-Glycan core, core-fucosylated	1B	Named recurrent structural feature	1	curator	Curator-assigned classification (ground truth)	G68504BA	1
GSD:db6f22b8-9289-4bda-884e-991baf7145f3	N-Glycan core, arm-fucosylated	1B	Named recurrent structural feature	1	curator	Curator-assigned classification (ground truth)	G05006NI	1
GSD:3b8f083e-ede4-4292-a642-967f9497cb97	Human milk oligosaccharide core	3C	Association-defined glycan marker	3	curator	Curator-assigned classification (ground truth)	G15541SE	1
GSD:a2d3e702-a399-4d6f-a6e4-fbbfb22ed548	O-Glucosylation	2B	Single descriptor phrase	2	llm	"single descriptor ""glucosylation"""	G71142DF	1
GSD:6d81543c-5c32-4e23-a8bc-b036acecc9aa	O-Glycan core 8	1A	Canonical named glycan entity	1	curator	Curator-assigned classification (ground truth)	G76355TG	1
GSD:2f2b7d4e-f6d2-4417-a671-34341e2fab82	O-Glycan core 8 fuzzy	1A	Canonical named glycan entity	1	curator	Curator-assigned classification (ground truth)	G09127IA	1
GSD:a2613919-1e6d-5428-aba4-5997bad45f8b	sulfated glycan	X	Outside scheme	X	llm	generic term		1
GSD:25de50a7-6453-4dad-8c48-790d7e246ef5	O-GalNAc Core	1A	Canonical named glycan entity	1	llm	canonical core structure	G39738WL	1
GSD:037ed9e9-fe72-5b57-9710-13e1e02b20c4	sulfated glycosaminoglycan	1A	Canonical named glycan entity	1	llm	canonical GAG term		1
GSD:283d4f22-39c7-4f9a-b451-7a5b58440677	O-Fucose Core	1B	Named recurrent structural feature	1	llm	Core fucose is a standard glycobiology feature.	G49112ZN	1
GSD:b8143bd5-05c6-5619-b1c1-33b000af2e7c	sulfated N-glycan	2B	Single descriptor phrase	2	llm	descriptor plus N‑glycan		1
GSD:9eaf75e2-1441-45ed-9beb-5731b3963e7b	O-Mannose Core	1A	Canonical named glycan entity	1	llm	upgraded from 2B: ‘O‑Mannose Core’ denotes a specific canonical core structure rather than a simple descriptor plus noun.	G76001GO	1
GSD:67ed8e8a-2fce-4fbb-a976-db5278cf67c6	N-Glycan biantennary	1B	Named recurrent structural feature	1	curator	Curator-assigned classification (ground truth)	G98414DB	1
GSD:600a0416-85ba-45b8-b5ea-01c9e73e9716	N-Glycan triantennary	1B	Named recurrent structural feature	1	curator	Curator-assigned classification (ground truth)	G59096WE	1
GSD:705b9281-2977-4f2b-b691-6f1a54c390bc	N-Glycan tetraantennary	1B	Named recurrent structural feature	1	curator	Curator-assigned classification (ground truth)	G33451SJ	1
GSD:2c518afc-df5a-46c0-b686-57266ec10f2b	O-GlcNAc Core EGF Type	3C	Association-defined glycan marker	3	curator	Curator-assigned classification (ground truth)	G66213AR	1
GSD:b30012e8-9390-459f-b894-b0c85043892b	Glycosphingolipid Isoglobo series	3A	Umbrella / glycoconjugate class	3	curator	Curator-assigned classification (ground truth)	G00012MO	2
GSD:913be1dc-f5b1-452b-9690-07015124a6a6	Glycosphingolipid Muco series	3A	Umbrella / glycoconjugate class	3	curator	Curator-assigned classification (ground truth)	G00013MO	2
GSD:d1a9cc2f-3b95-4aee-bf09-9e69c112d204	Glycosphingolipid Arthro series	3A	Umbrella / glycoconjugate class	3	curator	Curator-assigned classification (ground truth)	G00014MO	2
GSD:e37144bb-3fe1-415d-8d0c-4fe8b50cab95	Glycosphingolipid Mollu series	3A	Umbrella / glycoconjugate class	3	curator	Curator-assigned classification (ground truth)	G00015MO	2
GSD:49e6d8b0-43a6-4415-94f3-997d32c8ce36	Glycosphingolipid Gala series	3A	Umbrella / glycoconjugate class	3	curator	Curator-assigned classification (ground truth)	G00016MO	2
GSD:ed8a7cbb-b3c1-40fc-8240-0768284cd0c0	Glycosphingolipid Lacto series	3A	Umbrella / glycoconjugate class	3	curator	Curator-assigned classification (ground truth)	G00069MO	2
GSD:33337b59-fc7c-4716-b832-99e5af01baaf	Glycosphingolipid Neo-lacto series	3A	Umbrella / glycoconjugate class	3	curator	Curator-assigned classification (ground truth)	G00070MO	2
GSD:5ae2babc-746b-4b06-af90-f971716a5a10	Glycosphingolipid Ganglio series	3A	Umbrella / glycoconjugate class	3	curator	Curator-assigned classification (ground truth)	G00071MO	2
GSD:07c8860f-19e2-46ef-adc2-0af72c54fc94	Glycosphingolipid Globo series	3A	Umbrella / glycoconjugate class	3	curator	Curator-assigned classification (ground truth)	G99312NX; G00072MO	2
GSD:0840d77b-eb3a-436a-89f5-450e9c3397e9	Has broad synonym GAG Core.	1A	Canonical named glycan entity	1	curator	Curator-assigned classification (ground truth)	G24334HE; G68167JE; G47726BP; G99404VQ; G71799OV; G17755DI; G20313XP; G35577IC; G83003HU; G09365IF; G40737XM; G01966AZ; G81019IW; G58965WY	14
GSD:0d74560b-8390-49a8-a8ac-ebe807a9f3b3	Extended tetrafucosyl-Le	1A	Canonical named glycan entity	1	curator	Curator-assigned classification (ground truth)	G57142PA	2
GSD:05fb89d8-6579-4f7a-a5fe-76893436f323	Blood group H - type 1 chain	1A	Canonical named glycan entity	1	curator	Curator-assigned classification (ground truth)	G00294TN	1
GSD:5309559b-fc7f-4761-978e-6df4b5061419	Blood group H - Lewis Y-associated type 2 chain	1A	Canonical named glycan entity	1	curator	Curator-assigned classification (ground truth)	G00052MO	1
GSD:ee06e818-e91b-466e-a1a3-da0aadd5382f	Blood group B - Lewis Y-associated type 1 chain	1A	Canonical named glycan entity	1	curator	Curator-assigned classification (ground truth)	G89208KM	2
GSD:30a8da01-c6bc-4a2a-b9e5-9e9bb5b14f53	Blood group B - type 4 chain	1A	Canonical named glycan entity	1	curator	Curator-assigned classification (ground truth)	G25216QA	1
GSD:142af41f-6c67-467f-aa3e-d23ebad850e6	Lewis X–Lewis X	1A	Canonical named glycan entity	1	curator	Curator-assigned classification (ground truth)	G79535HZ	1
GSD:61a69afa-e4c2-4874-a7c1-cc4660c3d0f6	Mono-fucosyl LN	1B	Named recurrent structural feature	1	curator	Curator-assigned classification (ground truth)	G64227KZ; G65223RT	2
GSD:63a68751-7ea5-4ce0-92fc-4b0fefe73252	Type 2 LN	1B	Named recurrent structural feature	1	curator	Curator-assigned classification (ground truth)	G00055MO	1
GSD:2808ef9b-a5d3-4c9d-b4b5-6509702fe899	Blood group A (type 1)  (A-Lewis b)	1A	Canonical named glycan entity	1	curator	Curator-assigned classification (ground truth)	G97501MA	2
GSD:07518a97-2edb-4978-9742-91e2e4de9ecc	Blood group ! - Lewis Y-associated type 2 chain	1A	Canonical named glycan entity	1	curator	Curator-assigned classification (ground truth)	G54826OZ	2
GSD:f687e441-544f-4d61-a6f1-32e758cdefea	Sialyl Lewis a glycolipid	1A	Canonical named glycan entity	1	curator	Curator-assigned classification (ground truth)	G50321QR	2
GSD:599b59e1-fd8d-4bbc-9baa-246514e0577b	Sialyl Lewis a (SLea)  (CA19-9 antigen)	1A	Canonical named glycan entity	1	curator	Curator-assigned classification (ground truth)	G00053MO	1
GSD:f16c3afd-6d9c-4e77-8869-fcf04e49528f	LN	1B	Named recurrent structural feature	1	curator	Curator-assigned classification (ground truth)	G00055MO; G04616ST	4
GSD:b0b9ec2f-d80a-495f-b797-7db77a5c3083	LN2	1B	Named recurrent structural feature	1	curator	Curator-assigned classification (ground truth)	G45207BM; G11259JT	3
GSD:c13ccc2a-ce48-4808-aae7-a04b0ff82422	LN3	1B	Named recurrent structural feature	1	curator	Curator-assigned classification (ground truth)	G85779MY	2
GSD:895a2ebc-0a18-456d-935e-fef75d1a77e7	H antigen	1A	Canonical named glycan entity	1	curator	Curator-assigned classification (ground truth)	G46868TY	2
GSD:600f1680-c139-4ea0-9013-037a270128e6	3-Sialyl-LN	1B	Named recurrent structural feature	1	curator	Curator-assigned classification (ground truth)	G10203DW	2
GSD:33c41ef4-5d0d-489b-a130-63c7f9b47626	Blood group B	1A	Canonical named glycan entity	1	curator	Curator-assigned classification (ground truth)	G41865GQ; G26934CO; G60395SO; G65112QB; G00067MO	3
GSD:83245157-ba0e-4e01-88e7-2cddc874293c	Blood group A2	1A	Canonical named glycan entity	1	curator	Curator-assigned classification (ground truth)	G19804SF; G62735WZ	2
GSD:e0ebf839-750e-4706-9fb5-5ad4f6f99357	Extended tetrafucosyl-Leb338	1A	Canonical named glycan entity	1	curator	Curator-assigned classification (ground truth)	G75811PV	2
GSD:f58b5b41-951c-418f-81bf-a098d895c9d4	2-6 Sialyl Lewis x	1A	Canonical named glycan entity	1	curator	Curator-assigned classification (ground truth)	G93855LZ	1
GSD:98efacdd-c1d7-5dc7-8d0b-06c6d5967cef	sulfated O-GalNAc glycan	2C	Composite descriptive phrase	2	llm	composite description		1
GSD:9aad757b-88e3-4bc3-a146-11fa57c05de1	2,6-sialyl-Sulfo-LN (6-sialyl-6-sulfo LN)	2C	Composite descriptive phrase	2	llm	Composite sialylated & sulfated lactosamine	G92341SR	1
GSD:80e68597-540d-4222-9823-07398afd3bb6	2'-fluorine-3'-sialyl-N-acetyllactosamine	3B	Monosaccharide or named disaccharide	3	llm	Modified disaccharide	G47812NS; G62593IS	1
GSD:c35411a3-5b4b-47f1-9f81-ac39792febc1	3'-Sulfo-Lewis x (3'-sulfo Lex))	1A	Canonical named glycan entity	1	curator	Curator-assigned classification (ground truth)	G51907PX	1
GSD:9a4fac8f-b6c2-43c2-8de0-13c25eb616f0	3'-sialyl-N-acetyllactosamine(1-3)	2A	Linkage-specified substructure	2	curator	Curator-assigned classification (ground truth)	G59168YE	1
GSD:7e6283db-984a-44f6-904c-6e9b5794c59f	3-Sulfo-Lewis a (3'-Sulfo Lewis a)	1A	Canonical named glycan entity	1	curator	Curator-assigned classification (ground truth)	G78706CK	1
GSD:534b7285-f7cd-4921-9984-70540f5daf79	3-Sulfo-Lewis x (3-sulfo LewisX)	1A	Canonical named glycan entity	1	curator	Curator-assigned classification (ground truth)	G12295TB	1
GSD:6862638d-3617-48a9-bf8e-01a9fe23de62	6'-Sulfo-sialyl Lewis x (6'-sulfo SLex)	1A	Canonical named glycan entity	1	curator	Curator-assigned classification (ground truth)	G06378CG; G53231FE; G80722US	2
GSD:e0e0fe41-e988-5381-a1a6-932e18899850	sulfated terminal β-linked GalNAc	2C	Composite descriptive phrase	2	llm	upgraded from 2B: contains two descriptors ('sulfated' and 'terminal β‑linked')		1
GSD:a44183c8-b300-4b0d-8d15-e9e02a7dfaa2	6,6'-bisSulfo-Lewis x (6,6'-bissulfo Lex))	1A	Canonical named glycan entity	1	llm	Modified Lewis x is a canonical epitope.	G23094GH	1
GSD:0e21f522-17aa-403f-bc62-8799f0b4b0c9	6-Sialyl-GalNAc or 6-Sialyl LN (type 1 or 2)	2A	Linkage-specified substructure	2	curator	Curator-assigned classification (ground truth)	G73708UL	1
GSD:8a301b6e-a72a-4c97-8bbc-193ce073e88d	6-Sialyl LN (type 1)	1B	Named recurrent structural feature	1	llm	Recognized glycobiology feature – sialyl‑LN type 1	G73708UL	1
GSD:9a4adb24-5192-5017-8286-14828329a8e1	teichoic acid	1A	Canonical named glycan entity	1	llm	upgraded from 2B: ‘Teichoic acid’ is a well‑defined biomolecule name rather than an adverbially described glycoconjugate.		1
GSD:98f042b0-bc53-42e9-83b9-c8f8193b8954	6-Sialyl LN (type 2)	1B	Named recurrent structural feature	1	llm	Recognized lactosamine subtype	G73708UL	1
GSD:14478e2b-4149-4886-a1ed-b0c131bd2fe3	A-Leb	1A	Canonical named glycan entity	1	curator	Curator-assigned classification (ground truth)	G97501MA	1
GSD:db288cff-67a9-48c0-ac90-59faaaed2809	A-Ley	1A	Canonical named glycan entity	1	curator	Curator-assigned classification (ground truth)	G54826OZ	1
GSD:8ff9b392-e545-4701-9956-c7ca05dc5b5a	Arabinogalactan Type ll	1C	Non-GAG homo/hetero-polymer	1	curator	Curator-assigned classification (ground truth)	G12828SG	2
GSD:f9dcda2c-3164-439c-aeed-48539b6f9fb4	Bata Galactose	2A	Linkage-specified substructure	2	curator	Curator-assigned classification (ground truth)	G65889KE	2
GSD:caf303a2-143f-51b8-887a-9fdc7e34a48c	terminal fucose	2B	Single descriptor phrase	2	llm	"single descriptor ""terminal fucose"""		1
GSD:ed3beb04-a181-4253-853f-e69fa9830692	Beta Galoctose	3B	Monosaccharide or named disaccharide	3	llm	upgraded from 2B: Single monosaccharide	G65889KE	1
GSD:1529e60a-11ee-40b1-a853-158cf8e1d771	Beta-glucan	1C	Non-GAG homo/hetero-polymer	1	curator	Curator-assigned classification (ground truth)	G00024MO	2
GSD:f1f48b84-8f4a-4466-9938-18b5ad66caf7	B-Ley	1A	Canonical named glycan entity	1	curator	Curator-assigned classification (ground truth)	G89208KM	1
GSD:52c377fd-e3d9-4a77-a0b3-b2c35a2b1522	Blood Group A Like	1A	Canonical named glycan entity	1	curator	Curator-assigned classification (ground truth)	G10902TC	1
GSD:d3cb72f1-a78b-43f2-8726-b657bba92fc7	Blood group A (type 1) (A-Leb)	1A	Canonical named glycan entity	1	curator	Curator-assigned classification (ground truth)	G97501MA	1
GSD:4ffcb257-b223-412f-9323-901bf7f9a02e	Blood group A (type 2) (A-Ley)	1A	Canonical named glycan entity	1	curator	Curator-assigned classification (ground truth)	G54826OZ	1
GSD:d0c92ce6-f115-44d7-8387-7c01c92c4e12	Blood group B (type 1) (B-Ley)	1A	Canonical named glycan entity	1	curator	Curator-assigned classification (ground truth)	G89208KM	1
GSD:c3613994-8776-43ba-a563-4d5f6f663a3e	Blood Group H Like	1A	Canonical named glycan entity	1	curator	Curator-assigned classification (ground truth)	G82749ZI	1
GSD:1ea3fdb2-913c-49d2-8e5b-63f0120eae2b	CA19-9 antigen	1A	Canonical named glycan entity	1	curator	Curator-assigned classification (ground truth)	G00053MO	1
GSD:170fb3c9-a30b-4884-8cc5-2ffe6f8a2e58	CAD	1A	Canonical named glycan entity	1	curator	Curator-assigned classification (ground truth)	G00063MO	2
GSD:de911f78-53d3-478e-ba0f-167446bceb3d	Cellulose like Glc(1-4)n	1C	Non-GAG homo/hetero-polymer	1	curator	Curator-assigned classification (ground truth)	G00025MO	1
GSD:0c32fd16-6ba8-5f21-aacc-e67e0b71acc1	terminal galactose	2B	Single descriptor phrase	2	llm	single descriptor with monosaccharide noun		1
GSD:a8e0b4d7-923f-44ff-b5a9-3a67e88f2152	Chodroitin Sulfate D Unit	1A	Canonical named glycan entity	1	llm	Known GAG unit	G46732TY	1
GSD:5ee39a73-269a-4186-a7c6-62e5e009ce33	Chondroitin 4S	1A	Canonical named glycan entity	1	curator	Curator-assigned classification (ground truth)	G00018MO	1
GSD:08fd00dc-5999-4951-9dc9-fc58a61ee9aa	Core 1 / T antigen	1A	Canonical named glycan entity	1	curator	Curator-assigned classification (ground truth)	G58645HA	1
GSD:9555ca61-aba2-5e44-947a-a6faeb0ccf73	terminal glucuronic acid	2B	Single descriptor phrase	2	llm	"single descriptor ""terminal glucuronic acid"""		1
GSD:6a1a3377-b74b-4a11-ab32-14e4cc532c9e	C-Series Gangliosides / Gangliotetraosyl Core	3A	Umbrella / glycoconjugate class	3	llm	umbrella ganglioside category	G78818SP	1
GSD:9b46c1bc-c89c-51be-a6bd-cb98e416888c	terminal mannose	2B	Single descriptor phrase	2	llm	"single descriptor ""terminal mannose"""		1
GSD:7a777e49-82dd-455f-937b-b6441b783a51	C-Series Gangliosides / Hemato- or Ganglio-Type	3A	Umbrella / glycoconjugate class	3	llm	umbrella ganglioside family	G45770AV	1
GSD:a74cfc91-5ce8-4dbb-98dd-d8d1f91c04a8	Galalpha1-3Gal epitope	1A	Canonical named glycan entity	1	curator	Curator-assigned classification (ground truth)	G00046MO	1
GSD:216556c5-52c0-4c8e-bf7a-0a3c20df340f	Gal(b1-3) globoside	1A	Canonical named glycan entity	1	curator	Curator-assigned classification (ground truth)	G99053DY	1
GSD:3fe213aa-32b2-44a3-a62d-6ebaa51f3259	GalNAc Disialyl Lc4	1A	Canonical named glycan entity	1	curator	Curator-assigned classification (ground truth)	G33532XU	2
GSD:94cf117d-69e6-4e85-a855-132585c00dff	GD1 (GD1c)	1A	Canonical named glycan entity	1	curator	Curator-assigned classification (ground truth)	G81983KG	1
GSD:6a2019a8-88e2-43ca-9e8f-fcf958c76957	GL-6 fucosylated (globoH)	1A	Canonical named glycan entity	1	curator	Curator-assigned classification (ground truth)	G98465JN	1
GSD:97d60327-996a-4148-a72d-adbe95a8d843	GPI anchor core	1A	Canonical named glycan entity	1	curator	Curator-assigned classification (ground truth)	G00045MO	1
GSD:4fc55ea7-72c4-4dd2-80f8-5501b1c81743	''I'' antigen	1A	Canonical named glycan entity	1	curator	Curator-assigned classification (ground truth)	G46055MA; G56045WU; G00058MO; G26929DQ	8
GSD:488c4da5-bc04-422a-b715-cb91de858490	I Antigen Like	1A	Canonical named glycan entity	1	curator	Curator-assigned classification (ground truth)	G96238FJ	1
GSD:cd483672-3ab7-5734-a40a-b489a133c301	terminal N-acetylgalactosamine	3B	Monosaccharide or named disaccharide	3	llm	upgraded from 2B: Single monosaccharide (N‑acetylgalactosamine) possibly modified by ‘terminal’	G61418DU	3
GSD:44b4754d-f421-42a9-a833-92db0ff00ea0	II3Neu5GcGg4Cer, GM1(Gc)	1A	Canonical named glycan entity	1	llm	canonical ganglioside variant	G24034CH	1
GSD:717c84df-b90a-49b8-91d3-2c3aba72c881	Internal Blood Group H	1A	Canonical named glycan entity	1	curator	Curator-assigned classification (ground truth)	G82749ZI	1
GSD:7562f115-e4a2-5461-8cea-be68033775d0	terminal N-acetylglucosamine	2B	Single descriptor phrase	2	llm	"single descriptor ""terminal N‑acetylglucosamine"""		1
GSD:432b1525-f938-4df2-8bec-1beec025b19d	Lactosamine Like Structure	2B	Single descriptor phrase	2	llm	generic descriptor with context	G47428UI	1
GSD:2afc21c4-173f-4dcd-89b6-6e632c220531	Lactosamine Type 1	1B	Named recurrent structural feature	1	curator	Curator-assigned classification (ground truth)	G00056MO	1
GSD:03301deb-f79d-4d64-9fa9-1ade7d640ea0	Lactosamine Type 2	1B	Named recurrent structural feature	1	curator	Curator-assigned classification (ground truth)	G00055MO	1
GSD:fe4a41ca-0d5a-423f-91cf-341ad2ee50db	Leb	1A	Canonical named glycan entity	1	curator	Curator-assigned classification (ground truth)	G39211DH; G00048MO	2
GSD:e8de9957-868f-4ebd-af17-cc308640315b	Lewis a/x Like structure	1A	Canonical named glycan entity	1	curator	Curator-assigned classification (ground truth)	G24566OP	1
GSD:0f5447e8-b606-4b06-b693-bd8e36b1f113	Lewis b/y Like	1A	Canonical named glycan entity	1	curator	Curator-assigned classification (ground truth)	G20009SF	1
GSD:acf1f6ff-84a2-4819-86fa-8ab0f943e380	Lewis D	1A	Canonical named glycan entity	1	curator	Curator-assigned classification (ground truth)	G00050MO	2
GSD:0d24241f-9ec6-4ed3-aee1-3d9133d86847	Lewis X_Lewis X	1A	Canonical named glycan entity	1	llm	canonical Lewis X epitope	G79535HZ	1
GSD:eacd39fe-a980-4ca1-a70a-c178a1051a00	Lewis y (extended)	1A	Canonical named glycan entity	1	curator	Curator-assigned classification (ground truth)	G69030AU	1
GSD:b5f7962d-29e4-4374-8406-683e491676d9	Lewis y	1A	Canonical named glycan entity	1	curator	Curator-assigned classification (ground truth)	G00052MO; G89659QV; G49963IQ	13
GSD:d7cf584e-5164-4f35-b37e-c43cacf31665	Lex_Lex	1A	Canonical named glycan entity	1	curator	Curator-assigned classification (ground truth)	G45673KX; G79535HZ	2
GSD:e815f023-e7c1-4cf5-b925-1f06908af4f7	Ley	1A	Canonical named glycan entity	1	curator	Curator-assigned classification (ground truth)	G00052MO	3
GSD:7e50b61a-ea7e-5c9c-860e-a5296d3b2339	terminal sialic acid	2B	Single descriptor phrase	2	llm	"single descriptor ""terminal sialic acid"""		1
GSD:8759d2e6-5d43-508d-bec0-a9cdf395b049	terminal α1-6 mannose	2A	Linkage-specified substructure	2	regex	Explicit linkage notation present.		1
GSD:91709475-2526-4ffa-8c9b-bbb3a28762be	LN2, I antigen	1A	Canonical named glycan entity	1	llm	canonical tumor antigen	G45207BM	1
GSD:85309765-c034-4fde-8bc6-f09b19220fd1	LPS core	1B	Named recurrent structural feature	1	curator	Curator-assigned classification (ground truth)	G00022MO	1
GSD:1a493b43-4ab1-40bd-b8d2-0b512280f944	MECA-79	3C	Association-defined glycan marker	3	llm	Antibody reference	G22976NF	1
